pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
6vmk	c	b	0	d	protein	NA	unknown	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	r	q	0	s	protein	NA	unknown	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	K	J	0	N	protein	NA	fab y49r light chain	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	B	A	0	C	protein	NA	fab y49r heavy chain	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	f	e	0	g	protein	NA	unknown	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	V	U	0	X	protein	NA	complement factor d	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	P	O	0	Q	protein	NA	fab y49r light chain	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	M	L	0	W	protein	NA	complement factor d	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	S	R	0	T	protein	NA	fab y49r light chain	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	o	n	0	p	protein	NA	unknown	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	False	IGHV1	IGKV1	Kappa	None	None	None	None	None
6vmk	H	G	0	I	protein	NA	fab y49r heavy chain	HYDROLASE/IMMUNE SYSTEM	01/28/20	Crystal structure of human Complement Factor D with anti-Factor D Fab 20D12	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Wu, P., Harris, S.F., Eigenbrot, C.	3.01	X-RAY DIFFRACTION	0.215	0.174	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
8df5	M	N	0	S	protein	NA	spike protein s1	VIRAL PROTEIN/Hydrolase/Immune System	08/03/22	SARS-CoV-2 Beta RBD in complex with human ACE2 and S304 Fab and S309 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	2.7	X-RAY DIFFRACTION	0.217	0.177	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
8df5	C	D	0	S	protein	NA	spike protein s1	VIRAL PROTEIN/Hydrolase/Immune System	08/03/22	SARS-CoV-2 Beta RBD in complex with human ACE2 and S304 Fab and S309 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	2.7	X-RAY DIFFRACTION	0.217	0.177	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8df5	A	B	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/Hydrolase/Immune System	08/03/22	SARS-CoV-2 Beta RBD in complex with human ACE2 and S304 Fab and S309 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	2.7	X-RAY DIFFRACTION	0.217	0.177	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
8df5	H	L	0	R	protein	NA	spike protein s1	VIRAL PROTEIN/Hydrolase/Immune System	08/03/22	SARS-CoV-2 Beta RBD in complex with human ACE2 and S304 Fab and S309 Fab	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	McCallum, M., Seattle Structural Genomics Center for Infectious Disease (SSGCID), Snell, G., Veesler, D.	2.7	X-RAY DIFFRACTION	0.217	0.177	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7td8	E	F	0	C	protein	NA	integrin alpha-iib	BLOOD CLOTTING	08/17/22	Integrin alaphIIBbeta3 complex with Tirofiban	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Zhu, J., Lin, F.-Y., Zhu, J., Springer, T.A.	2.6	X-RAY DIFFRACTION	0.210	0.182	False	False	IGHV14	IGKV14	Kappa	None	None	None	None	None
7td8	H	L	0	A	protein	NA	integrin alpha-iib	BLOOD CLOTTING	08/17/22	Integrin alaphIIBbeta3 complex with Tirofiban	Homo sapiens; Mus musculus	mus musculus	mus musculus	homo sapiens	Zhu, J., Lin, F.-Y., Zhu, J., Springer, T.A.	2.6	X-RAY DIFFRACTION	0.210	0.182	False	False	IGHV14	IGKV14	Kappa	None	None	None	None	None
8dfg	H	L	0	A	protein	NA	merozoite surface protein 1	STRUCTURAL PROTEIN/IMMUNE SYSTEM	10/12/22	Crystal structure of potently neutralizing human monoclonal antibody 42D6 Fab in complex with MSP1-19	Homo sapiens; Plasmodium falciparum 3D7	homo sapiens	homo sapiens	plasmodium falciparum 3d7	Patel, P.N., Tang, W.K., Tolia, N.H.	2	X-RAY DIFFRACTION	0.266	0.225	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
8dfg	I	M	0	B	protein	NA	merozoite surface protein 1	STRUCTURAL PROTEIN/IMMUNE SYSTEM	10/12/22	Crystal structure of potently neutralizing human monoclonal antibody 42D6 Fab in complex with MSP1-19	Homo sapiens; Plasmodium falciparum 3D7	homo sapiens	homo sapiens	plasmodium falciparum 3d7	Patel, P.N., Tang, W.K., Tolia, N.H.	2	X-RAY DIFFRACTION	0.266	0.225	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
8dfh	H	L	0	A	protein	NA	merozoite surface protein 1	STRUCTURAL PROTEIN/IMMUNE SYSTEM	10/12/22	Crystal structure of non-neutralizing / interfering human monoclonal antibody 42C3 Fab in complex with MSP1-19	Homo sapiens; Plasmodium falciparum 3D7	homo sapiens	homo sapiens	plasmodium falciparum 3d7	Patel, P.N., Tang, W.K., Tolia, N.H.	2.3	X-RAY DIFFRACTION	0.233	0.209	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
8dfi	H	L	0	A	protein	NA	merozoite surface protein 1	STRUCTURAL PROTEIN/IMMUNE SYSTEM	10/12/22	Crystal structure of moderately neutralizing / interfering human monoclonal antibody 42C11 Fab in complex with MSP1-19	Homo sapiens; Plasmodium falciparum 3D7	homo sapiens	homo sapiens	plasmodium falciparum 3d7	Patel, P.N., Tang, W.K., Tolia, N.H.	1.9	X-RAY DIFFRACTION	0.200	0.175	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
7tdm	H	L	0	B	protein	NA	heat-labile enterotoxin b chain	MEMBRANE PROTEIN	02/09/22	CryoEM Structure of sFab COP-2 Complex with human claudin-4 and Clostridium perfringens enterotoxin C-terminal domain	HOMO SAPIENS; CLOSTRIDIUM PERFRINGENS	homo sapiens	homo sapiens	clostridium perfringens	Vecchio, A.J.	6.9	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
7tdn	H	L	0	B	protein	NA	heat-labile enterotoxin b chain	MEMBRANE PROTEIN	02/09/22	CryoEM Structure of sFab COP-3 Complex with human claudin-4 and Clostridium perfringens enterotoxin C-terminal domain	HOMO SAPIENS; CLOSTRIDIUM PERFRINGENS	homo sapiens	homo sapiens	clostridium perfringens	Vecchio, A.J.	5	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3t2n	H	L	0	A	protein	NA	serine protease hepsin	HYDROLASE	07/22/11	Human hepsin protease in complex with the Fab fragment of an inhibitory antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Koschubs, T., Dengl, S., Duerr, H., Kaluza, K., Georges, G., Hartl, C., Jennewein, S., Lanzendoerfer, M., Auer, J., Stern, A., Huang, K.-S., Kostrewa, D., Ries, S., Hansen, S., Kohnert, U., Cramer, P., Mundigl, O.	2.55	X-RAY DIFFRACTION	0.275	0.242	False	True	IGHV7	IGLV7	Lambda	3.98e-08	-10.5	22132769	SPR	37.0
3t2n	I	M	0	B	protein	NA	serine protease hepsin	HYDROLASE	07/22/11	Human hepsin protease in complex with the Fab fragment of an inhibitory antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Koschubs, T., Dengl, S., Duerr, H., Kaluza, K., Georges, G., Hartl, C., Jennewein, S., Lanzendoerfer, M., Auer, J., Stern, A., Huang, K.-S., Kostrewa, D., Ries, S., Hansen, S., Kohnert, U., Cramer, P., Mundigl, O.	2.55	X-RAY DIFFRACTION	0.275	0.242	False	True	IGHV7	IGLV7	Lambda	3.98e-08	-10.5	22132769	SPR	37
7stz	I	M	0	D	protein	NA	cadherin-1	cell adhesion/immune system	01/26/22	Crystal Structure of Human E-cadherin EC1-5 bound by mouse monoclonal antibody Fab mAb-1_19A11	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Seattle Structural Genomics Center for Infectious Disease, Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.95	X-RAY DIFFRACTION	0.208	0.182	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None
7stz	H	L	0	C	protein	NA	cadherin-1	cell adhesion/immune system	01/26/22	Crystal Structure of Human E-cadherin EC1-5 bound by mouse monoclonal antibody Fab mAb-1_19A11	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Seattle Structural Genomics Center for Infectious Disease, Seattle Structural Genomics Center for Infectious Disease (SSGCID)	2.95	X-RAY DIFFRACTION	0.208	0.182	False	True	IGHV2	IGKV8	Kappa	None	None	None	None	None
6ivz	H	L	0	A	protein	NA	envelope protein	VIRAL PROTEIN/IMMUNE SYSTEM	12/04/18	Crystal structure of 5A ScFv complexed with YFV-China sE in postfusion state	YELLOW FEVER VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	yellow fever virus	Lu, X.S., Xiao, H.X., Li, S.H., Pang, X.F.	2.4	X-RAY DIFFRACTION	0.256	0.210	False	True	IGHV4	IGKV1	Kappa	None	None	None	None	None
1p84	J	K	0	E	protein	NA	ubiquinol-cytochrome c reductase iron-sulfursubunit 	OXIDOREDUCTASE	05/06/03	HDBT inhibited Yeast Cytochrome bc1 Complex	MUS MUSCULUS; SACCHAROMYCES CEREVISIAE	mus musculus	mus musculus	saccharomyces cerevisiae	Palsdottir, H., Lojero, C.G., Trumpower, B.L., Hunte, C.	2.5	X-RAY DIFFRACTION	0.252	0.228	False	True	IGHV3	IGKV10	Kappa	None	None	None	None	None
7ox2	D	E	0	M	protein	NA	interleukin-9	CYTOKINE	12/28/22	Fab 6E2: hIL-9 complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	De Vos, T., Savvides, S.N.	3.34	X-RAY DIFFRACTION	0.284	0.224	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7ox2	A	L	0	T	protein	NA	interleukin-9	CYTOKINE	12/28/22	Fab 6E2: hIL-9 complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	De Vos, T., Savvides, S.N.	3.34	X-RAY DIFFRACTION	0.284	0.224	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7ox2	J	K	0	N	protein	NA	interleukin-9	CYTOKINE	12/28/22	Fab 6E2: hIL-9 complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	De Vos, T., Savvides, S.N.	3.34	X-RAY DIFFRACTION	0.284	0.224	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
7ox2	B	C	0	O	protein	NA	interleukin-9	CYTOKINE	12/28/22	Fab 6E2: hIL-9 complex	Homo sapiens	homo sapiens	homo sapiens	homo sapiens	De Vos, T., Savvides, S.N.	3.34	X-RAY DIFFRACTION	0.284	0.224	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
6mu6	H	L	0	G	protein	NA	envelope glycoprotein gp160	IMMUNE SYSTEM/INHIBITOR	10/22/18	Crystal Structure of HIV-1 BG505 SOSIP.664 Prefusion Env Trimer Bound to Small Molecule HIV-1 Entry Inhibitor BMS-814508 in Complex with Human Antibodies 3H109L and 35O22 at 3.2 Angstrom	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Lai, Y.-T., Kwong, P.D.	2.551	X-RAY DIFFRACTION	0.264	0.231	False	True	IGHV4	unknown	unknown	None	None	None	None	None
6mu6	D	E	0	B	protein	NA	envelope glycoprotein gp160	IMMUNE SYSTEM/INHIBITOR	10/22/18	Crystal Structure of HIV-1 BG505 SOSIP.664 Prefusion Env Trimer Bound to Small Molecule HIV-1 Entry Inhibitor BMS-814508 in Complex with Human Antibodies 3H109L and 35O22 at 3.2 Angstrom	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Lai, Y.-T., Kwong, P.D.	2.551	X-RAY DIFFRACTION	0.264	0.231	False	True	unknown	unknown	unknown	None	None	None	None	None
6xq0	B	C	0	A	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	05/19/21	Human antibody S8V2-18 in complex with the influenza hemagglutinin head domain of A/California/7/2009(NYMC-X181)(H1N1)	INFLUENZA A VIRUS (A/REASSORTANT/NYMC X-181A(A/NYMC X-157 X CALIFORNIA/07/2009)(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/reassortant/nymc x-181a(a/nymc x-157 x california/07/2009)(h1n1)) 	McCarthy, K.R., Harrison, S.C.	2.3	X-RAY DIFFRACTION	0.268	0.222	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
6xq0	E	F	0	D	protein	NA	hemagglutinin	VIRAL PROTEIN/IMMUNE SYSTEM	05/19/21	Human antibody S8V2-18 in complex with the influenza hemagglutinin head domain of A/California/7/2009(NYMC-X181)(H1N1)	INFLUENZA A VIRUS (A/REASSORTANT/NYMC X-181A(A/NYMC X-157 X CALIFORNIA/07/2009)(H1N1)); HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus (a/reassortant/nymc x-181a(a/nymc x-157 x california/07/2009)(h1n1)) 	McCarthy, K.R., Harrison, S.C.	2.3	X-RAY DIFFRACTION	0.268	0.222	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
4l5f	H	L	0	E	protein	NA	envelope protein	VIRAL PROTEIN, IMMUNE SYSTEM	06/11/13	Crystal Structure of DENV1-E106 Fab bound to DENV-1 Envelope protein DIII	DENGUE VIRUS 1; MUS MUSCULUS	mus musculus	mus musculus	dengue virus 1	Edeling, M.A., Nelson, C.A., Fremont, D.H., Center for Structural Genomics of Infectious Diseases (CSGID)	2.45	X-RAY DIFFRACTION	0.239	0.190	False	False	IGHV1	IGKV17	Kappa	None	None	None	None	None
4yzf	G	H	0	B	protein	NA	band 3 anion transport protein	IMMUNE SYSTEM	03/25/15	Crystal structure of the anion exchanger domain of human erythrocyte Band 3	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Alguel, Y., Arakawa, T., Yugiri, T.K., Iwanari, H., Hatae, H., Iwata, M., Abe, Y., Hino, T., Suno, C.I., Kuma, H., Kang, D., Murata, T., Hamakubo, T., Cameron, A.D., Kobayashi, T., Hamasaki, N., Iwata, S.	3.5	X-RAY DIFFRACTION	0.290	0.274	False	False	IGHV8	IGKV3	Kappa	None	None	None	None	None
4yzf	K	L	0	D	protein	NA	band 3 anion transport protein	IMMUNE SYSTEM	03/25/15	Crystal structure of the anion exchanger domain of human erythrocyte Band 3	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Alguel, Y., Arakawa, T., Yugiri, T.K., Iwanari, H., Hatae, H., Iwata, M., Abe, Y., Hino, T., Suno, C.I., Kuma, H., Kang, D., Murata, T., Hamakubo, T., Cameron, A.D., Kobayashi, T., Hamasaki, N., Iwata, S.	3.5	X-RAY DIFFRACTION	0.290	0.274	False	False	IGHV8	IGKV3	Kappa	None	None	None	None	None
4yzf	I	J	0	C	protein	NA	band 3 anion transport protein	IMMUNE SYSTEM	03/25/15	Crystal structure of the anion exchanger domain of human erythrocyte Band 3	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Alguel, Y., Arakawa, T., Yugiri, T.K., Iwanari, H., Hatae, H., Iwata, M., Abe, Y., Hino, T., Suno, C.I., Kuma, H., Kang, D., Murata, T., Hamakubo, T., Cameron, A.D., Kobayashi, T., Hamasaki, N., Iwata, S.	3.5	X-RAY DIFFRACTION	0.290	0.274	False	False	IGHV8	IGKV3	Kappa	None	None	None	None	None
4yzf	E	F	0	A	protein	NA	band 3 anion transport protein	IMMUNE SYSTEM	03/25/15	Crystal structure of the anion exchanger domain of human erythrocyte Band 3	HOMO SAPIENS; MUS MUSCULUS	mus musculus	mus musculus	homo sapiens	Alguel, Y., Arakawa, T., Yugiri, T.K., Iwanari, H., Hatae, H., Iwata, M., Abe, Y., Hino, T., Suno, C.I., Kuma, H., Kang, D., Murata, T., Hamakubo, T., Cameron, A.D., Kobayashi, T., Hamasaki, N., Iwata, S.	3.5	X-RAY DIFFRACTION	0.290	0.274	False	False	IGHV8	IGKV3	Kappa	None	None	None	None	None
6vx4	H	K	0	F | G	protein | protein	NA | NA	cytolethal distending toxin subunit b | pertussis toxin-like subunit arta	TOXIN	02/24/21	Density-fitted Model Structure of Antibody Variable Domains of TyTx11 in Complex with Typhoid Toxin	MUS MUSCULUS; SALMONELLA ENTERICA SUBSP. ENTERICA SEROVAR TYPHI STR. CT18	mus musculus	mus musculus	salmonella enterica subsp. enterica serovartyphi str. ct18  | salmonella enterica subsp. enterica serovartyphi str. ct18 	Nguyen, T., Song, J.	3.12	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV1	IGKV13	Kappa	None	None	None	None	None
5jw4	Q	R	0	F | E	protein | protein	NA | NA	hemagglutinin | hemagglutinin	IMMUNE SYSTEM	08/03/16	Structure of MEDI8852 Fab Fragment in Complex with H5 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Neu, U., Collins, P.J., Walker, P.A., Vorlaender, M.K., Ogrodowicz, R.W., Martin, S.R., Gamblin, S.J., Skehel, J.J.	3.7	X-RAY DIFFRACTION	0.285	0.274	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
5jw4	W	X	0	L | K	protein | protein	NA | NA	hemagglutinin | hemagglutinin	IMMUNE SYSTEM	08/03/16	Structure of MEDI8852 Fab Fragment in Complex with H5 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Neu, U., Collins, P.J., Walker, P.A., Vorlaender, M.K., Ogrodowicz, R.W., Martin, S.R., Gamblin, S.J., Skehel, J.J.	3.7	X-RAY DIFFRACTION	0.285	0.274	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
5jw4	O	P	0	D | C	protein | protein	NA | NA	hemagglutinin | hemagglutinin	IMMUNE SYSTEM	08/03/16	Structure of MEDI8852 Fab Fragment in Complex with H5 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Neu, U., Collins, P.J., Walker, P.A., Vorlaender, M.K., Ogrodowicz, R.W., Martin, S.R., Gamblin, S.J., Skehel, J.J.	3.7	X-RAY DIFFRACTION	0.285	0.274	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
5jw4	U	V	0	J | I	protein | protein	NA | NA	hemagglutinin | hemagglutinin	IMMUNE SYSTEM	08/03/16	Structure of MEDI8852 Fab Fragment in Complex with H5 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Neu, U., Collins, P.J., Walker, P.A., Vorlaender, M.K., Ogrodowicz, R.W., Martin, S.R., Gamblin, S.J., Skehel, J.J.	3.7	X-RAY DIFFRACTION	0.285	0.274	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
5jw4	S	T	0	H | G	protein | protein	NA | NA	hemagglutinin | hemagglutinin	IMMUNE SYSTEM	08/03/16	Structure of MEDI8852 Fab Fragment in Complex with H5 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Neu, U., Collins, P.J., Walker, P.A., Vorlaender, M.K., Ogrodowicz, R.W., Martin, S.R., Gamblin, S.J., Skehel, J.J.	3.7	X-RAY DIFFRACTION	0.285	0.274	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
5jw4	M	N	0	B | A	protein | protein	NA | NA	hemagglutinin | hemagglutinin	IMMUNE SYSTEM	08/03/16	Structure of MEDI8852 Fab Fragment in Complex with H5 HA	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus | influenza a virus	Neu, U., Collins, P.J., Walker, P.A., Vorlaender, M.K., Ogrodowicz, R.W., Martin, S.R., Gamblin, S.J., Skehel, J.J.	3.7	X-RAY DIFFRACTION	0.285	0.274	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
3lzf	H	L	0	A	protein	NA	hemagglutinin, ha1 subunit	VIRAL PROTEIN/IMMUNE SYSTEM	03/01/10	Crystal Structure of Fab 2D1 in Complex with the 1918 Influenza Virus Hemagglutinin	INFLUENZA A VIRUS; HOMO SAPIENS	homo sapiens	homo sapiens	influenza a virus	Ekiert, D.C., Wilson, I.A.	2.8	X-RAY DIFFRACTION	0.259	0.230	False	True	IGHV2	IGLV1	Lambda	None	None	None	None	None
6xqw	H	L	0	E	protein	NA	pfmsp1-19	IMMUNE SYSTEM	03/03/21	Crystal Structure of MaliM03 Fab in complex with Pfmsp1-19	HOMO SAPIENS; PLASMODIUM FALCIPARUM	homo sapiens	homo sapiens	plasmodium falciparum	Singh, S., Pancera, M.	2.991	X-RAY DIFFRACTION	0.309	0.252	False	True	IGHV4	IGLV1	Lambda	None	None	None	None	None
5jw3	H	L	0	B | A	protein | protein	NA | NA	hemagglutinin | hemagglutinin	IMMUNE SYSTEM	05/11/16	Structure of MEDI8852 Fab Fragment in Complex with H7 HA	HOMO SAPIENS; INFLUENZA A VIRUS (A/TURKEY/ITALY/214845/2002(H7N3))	homo sapiens	homo sapiens	influenza a virus(a/turkey/italy/214845/2002(h7n3))  | influenza a virus(a/turkey/italy/214845/2002(h7n3)) 	Collins, P.J., Neu, U., Walker, P.A., Vorlaender, M.K., Ogrodowicz, R.W., Martin, S.R., Gamblin, S.J., Skehel, J.J.	3.75	X-RAY DIFFRACTION	0.263	0.224	False	True	IGHV6	IGKV1	Kappa	None	None	None	None	None
7wm0	H	L	0	B	protein	NA	spike glycoprotein	VIRAL PROTEIN,IMMUNE SYSTEM	08/17/22	Cryo-EM structure of the Omicron RBD in complex with 35B5 Fab( local refinement of the RBD and 35B5 Fab)	Homo sapiens; Severe acute respiratory syndrome coronavirus 2	homo sapiens	homo sapiens	severe acute respiratory syndrome coronavirus2 	Wang, X., Zhu, Y.	3.35	ELECTRON MICROSCOPY	NA	NA	False	True	IGHV3	IGKV2	Kappa	None	None	None	None	None
3f5w	A	B	0	C	protein	NA	voltage-gated potassium channel	membrane protein/metal transport	11/04/08	KcsA Potassium channel in the open-inactivated state with 32 A opening at T112	MUS MUSCULUS; STREPTOMYCES LIVIDANS	mus musculus	mus musculus	streptomyces lividans	Cuello, L.G., Jogini, V., Cortes, D.M., Perozo, E.	3.3	X-RAY DIFFRACTION	0.265	0.259	False	False	IGHV1	IGKV5	Kappa	None	None	None	None	None
2r9h	E	F	0	B	protein	NA	h(+)/cl(-) exchange transporter clca	MEMBRANE PROTEIN	09/12/07	Crystal Structure of Q207C Mutant of CLC-ec1 in complex with Fab	ESCHERICHIA COLI; MUS MUSCULUS			escherichia coli	Nguitragool, W., Miller, C.	3.1	X-RAY DIFFRACTION	0.280	0.261	False	True	IGHV4	IGKV4	Kappa	None	None	None	None	None
2r9h	C	D	0	A	protein	NA	h(+)/cl(-) exchange transporter clca	MEMBRANE PROTEIN	09/12/07	Crystal Structure of Q207C Mutant of CLC-ec1 in complex with Fab	ESCHERICHIA COLI; MUS MUSCULUS			escherichia coli	Nguitragool, W., Miller, C.	3.1	X-RAY DIFFRACTION	0.280	0.261	False	True	IGHV4	IGKV4	Kappa	None	None	None	None	None
